ID рейса;ID автомобиля;ID водителя;Дата начала рейса;Дата окончания рейса;Расстояние; Стоимость  
1265;1794;1948;22.10.2022;16.01.2023;1660; 117 р. 
1266;2478;1122;11.02.2023;15.05.2023;1598; 4 101 р. 
1267;1194;2108;17.10.2022;06.12.2022;2700; 1 146 р. 
1268;113;962;20.10.2022;07.01.2023;2330; 1 858 р. 
1269;2966;786;28.03.2023;01.07.2023;2439; 5 050 р. 
1270;2429;1622;31.07.2023;04.10.2023;618; 6 427 р. 
1271;1741;182;26.04.2023;21.06.2023;1639; 299 р. 
1272;1847;559;25.02.2023;02.04.2023;2805; 6 762 р. 
1273;1621;1876;24.09.2022;04.10.2022;386; 5 309 р. 
1274;1327;2254;18.03.2023;02.06.2023;1235; 1 125 р. 
1275;1785;658;17.07.2023;29.08.2023;1316; 796 р. 
1276;1168;1568;04.11.2022;03.01.2023;2085; 3 212 р. 
1277;1569;2599;11.10.2022;25.11.2022;572; 9 281 р. 
1278;1956;1234;09.12.2022;23.02.2023;2594; 9 526 р. 
1279;970;21;27.11.2022;17.01.2023;704; 1 716 р. 
1280;1027;2931;21.08.2022;29.11.2022;180; 6 612 р. 
1281;2646;1180;06.11.2022;29.12.2022;1914; 4 424 р. 
1282;341;248;26.02.2023;01.06.2023;2407; 9 444 р. 
1283;2902;2907;24.12.2022;06.02.2023;895; 3 063 р. 
1284;591;487;18.10.2022;22.11.2022;2934; 8 896 р. 
1285;943;2875;13.08.2023;12.11.2023;2547; 7 454 р. 
1286;2681;686;12.08.2023;20.09.2023;460; 4 863 р. 
1287;1439;1393;11.09.2022;25.11.2022;389; 8 591 р. 
1288;2423;2464;01.02.2023;12.05.2023;1220; 2 116 р. 
1289;498;1275;06.10.2022;20.12.2022;1674; 7 406 р. 
1290;2947;2233;04.03.2023;16.05.2023;1154; 3 953 р. 
1291;83;178;23.10.2022;07.12.2022;1580; 7 661 р. 
1292;1549;677;25.06.2023;16.08.2023;1202; 6 390 р. 
1293;2847;1078;17.08.2022;18.11.2022;361; 1 651 р. 
1294;2005;1002;05.02.2023;01.03.2023;2328; 4 231 р. 
1295;1073;512;07.05.2023;12.07.2023;2750; 1 752 р. 
1296;1827;2599;31.01.2023;24.03.2023;1617; 392 р. 
1297;2736;458;12.11.2022;01.12.2022;1328; 6 583 р. 
1298;777;1207;28.10.2022;15.12.2022;1706; 3 054 р. 
1299;1692;551;18.06.2023;10.08.2023;2073; 8 887 р. 
1300;2815;2835;11.05.2023;30.07.2023;493; 3 303 р. 
1301;1082;340;04.03.2023;10.05.2023;2129; 2 450 р. 
1302;1975;1135;25.05.2023;23.07.2023;659; 3 977 р. 
1303;549;1113;24.12.2022;09.01.2023;2973; 1 841 р. 
1304;567;2893;20.02.2023;29.04.2023;281; 1 971 р. 
1305;1960;2079;30.12.2022;09.02.2023;393; 4 633 р. 
1306;2128;2049;25.09.2022;30.11.2022;1087; 2 715 р. 
1307;156;846;25.06.2023;01.10.2023;2974; 3 044 р. 
1308;829;1798;16.04.2023;26.06.2023;1834; 5 215 р. 
1309;2689;537;30.07.2023;11.08.2023;2692; 1 110 р. 
1310;1520;2632;03.04.2023;07.06.2023;310; 491 р. 
1311;805;557;30.11.2022;02.02.2023;2539; 396 р. 
1312;900;987;03.09.2022;27.09.2022;2882; 3 803 р. 
1313;1273;201;22.10.2022;24.01.2023;2619; 4 279 р. 
1314;2095;2752;12.12.2022;17.02.2023;687; 1 923 р. 
1315;490;1767;19.12.2022;06.03.2023;759; 5 027 р. 
1316;689;1179;11.12.2022;05.01.2023;913; 595 р. 
1317;2571;2982;10.05.2023;25.05.2023;743; 1 283 р. 
1318;2749;2390;24.05.2023;15.06.2023;995; 2 785 р. 
1319;2419;1442;04.12.2022;28.12.2022;845; 996 р. 
1320;965;508;18.11.2022;20.01.2023;890; 5 003 р. 
1321;1413;1128;18.12.2022;07.01.2023;358; 9 244 р. 
1322;1454;766;11.08.2023;18.11.2023;880; 1 237 р. 
1323;256;2482;24.09.2022;20.11.2022;16; 4 899 р. 
1324;724;2656;28.10.2022;12.11.2022;2610; 657 р. 
1325;39;1852;25.09.2022;18.12.2022;900; 7 008 р. 
1326;739;893;14.09.2022;14.12.2022;671; 1 631 р. 
1327;712;1567;21.07.2023;10.08.2023;404; 1 912 р. 
1328;1897;2625;03.03.2023;21.03.2023;1059; 6 263 р. 
1329;2908;838;14.11.2022;03.12.2022;2948; 2 333 р. 
1330;1105;101;08.02.2023;08.03.2023;2643; 1 611 р. 
1331;2926;2071;20.10.2022;24.12.2022;1985; 8 031 р. 
1332;1693;854;01.03.2023;28.04.2023;2796; 5 603 р. 
1333;2545;1263;07.07.2023;29.08.2023;1108; 3 312 р. 
1334;175;1649;28.05.2023;17.06.2023;865; 8 758 р. 
1335;177;554;24.03.2023;05.04.2023;1573; 1 672 р. 
1336;1831;1854;07.10.2022;07.12.2022;1199; 3 729 р. 
1337;2927;1921;27.07.2023;15.09.2023;1099; 1 003 р. 
1338;767;1719;04.04.2023;12.07.2023;2875; 8 469 р. 
1339;2580;2409;03.07.2023;02.08.2023;1497; 7 045 р. 
1340;2334;194;04.03.2023;30.04.2023;811; 5 445 р. 
1341;35;380;13.08.2023;05.09.2023;1479; 7 347 р. 
1342;505;1827;04.01.2023;16.02.2023;612; 3 321 р. 
1343;1250;2245;15.10.2022;10.12.2022;463; 2 592 р. 
1344;1724;2612;06.12.2022;27.12.2022;535; 7 599 р. 
1345;1472;1177;27.10.2022;25.01.2023;174; 535 р. 
1346;923;406;26.02.2023;01.05.2023;758; 195 р. 
1347;2026;2566;30.09.2022;08.01.2023;1540; 5 447 р. 
1348;2390;70;29.01.2023;22.02.2023;1777; 1 747 р. 
1349;2079;2901;22.10.2022;09.12.2022;880; 7 618 р. 
1350;591;227;27.09.2022;28.11.2022;106; 8 597 р. 
1351;2373;2441;20.06.2023;05.08.2023;696; 9 650 р. 
1352;2318;478;09.01.2023;05.02.2023;695; 5 532 р. 
1353;1635;736;26.02.2023;20.05.2023;2546; 9 497 р. 
1354;1473;2126;23.05.2023;17.06.2023;205; 3 276 р. 
1355;2910;302;28.06.2023;07.08.2023;1260; 2 162 р. 
1356;2716;2746;03.04.2023;22.04.2023;1594; 9 854 р. 
1357;2263;1037;28.03.2023;20.04.2023;2969; 3 535 р. 
1358;1813;2618;21.07.2023;04.09.2023;281; 4 057 р. 
1359;356;2235;11.04.2023;27.04.2023;2538; 3 659 р. 
1360;2598;2671;24.01.2023;04.05.2023;1178; 468 р. 
1361;1218;2851;09.04.2023;23.05.2023;2800; 7 542 р. 
1362;21;2932;08.09.2022;21.09.2022;1279; 6 414 р. 
1363;1795;2573;31.03.2023;28.04.2023;948; 2 992 р. 
1364;2930;29;24.01.2023;26.04.2023;2344; 1 353 р. 
1365;1304;48;14.07.2023;09.10.2023;1475; 6 619 р. 
1366;1450;1325;25.08.2022;13.10.2022;497; 9 066 р. 
1367;2911;1458;15.01.2023;27.02.2023;2115; 4 557 р. 
1368;1730;1955;06.07.2023;26.07.2023;2797; 7 449 р. 
1369;2956;398;22.11.2022;28.02.2023;1405; 380 р. 
1370;2621;591;07.03.2023;19.04.2023;2464; 6 804 р. 
1371;1124;636;11.09.2022;12.12.2022;2715; 3 335 р. 
1372;1452;2251;25.08.2022;27.11.2022;2216; 8 364 р. 
1373;1882;5;28.06.2023;29.09.2023;2563; 941 р. 
1374;2056;999;19.04.2023;13.05.2023;2204; 9 409 р. 
1375;2341;1899;24.08.2022;18.11.2022;2731; 8 180 р. 
1376;606;2625;22.05.2023;23.08.2023;1378; 6 916 р. 
1377;89;408;23.01.2023;13.03.2023;410; 8 888 р. 
1378;1732;651;22.08.2022;13.09.2022;863; 9 271 р. 
1379;412;2871;05.04.2023;19.06.2023;1103; 1 004 р. 
1380;2004;1506;16.11.2022;14.12.2022;15; 4 367 р. 
1381;2465;115;28.08.2022;07.10.2022;204; 1 643 р. 
1382;1154;1040;20.06.2023;17.09.2023;2920; 3 750 р. 
1383;504;786;15.03.2023;03.06.2023;1739; 1 209 р. 
1384;1272;1241;25.05.2023;04.06.2023;72; 4 858 р. 
1385;1860;128;12.04.2023;30.05.2023;561; 1 558 р. 
1386;2047;1136;09.08.2023;12.09.2023;546; 4 080 р. 
1387;2328;152;03.04.2023;19.06.2023;2499; 8 457 р. 
1388;1742;1110;11.09.2022;27.09.2022;1344; 7 997 р. 
1389;2511;1990;18.02.2023;04.04.2023;230; 2 120 р. 
1390;331;1658;22.04.2023;26.07.2023;502; 4 867 р. 
1391;639;2448;24.08.2022;31.10.2022;2730; 9 114 р. 
1392;751;1209;23.07.2023;24.10.2023;1019; 7 501 р. 
1393;2737;564;20.08.2022;25.09.2022;816; 4 751 р. 
1394;2634;1165;08.07.2023;09.09.2023;2877; 455 р. 
1395;1765;599;05.01.2023;04.04.2023;2590; 9 234 р. 
1396;1021;2186;11.09.2022;13.12.2022;535; 8 770 р. 
1397;2068;118;30.08.2022;22.11.2022;2546; 1 116 р. 
1398;2644;433;21.10.2022;05.01.2023;1064; 1 382 р. 
1399;2578;82;16.07.2023;12.09.2023;1403; 6 458 р. 
1400;2851;1051;18.03.2023;22.04.2023;95; 9 705 р. 
1401;350;1224;16.06.2023;07.07.2023;840; 7 698 р. 
1402;717;2958;06.11.2022;11.02.2023;2234; 1 457 р. 
1403;1752;1459;25.08.2022;02.12.2022;2873; 9 064 р. 
1404;761;901;02.05.2023;21.07.2023;2571; 8 048 р. 
1405;1944;2065;28.12.2022;31.03.2023;2391; 833 р. 
1406;2744;1869;15.08.2022;17.10.2022;629; 8 408 р. 
1407;2917;1600;15.11.2022;26.11.2022;1069; 6 936 р. 
1408;2124;441;25.01.2023;28.04.2023;1977; 808 р. 
1409;1180;263;29.05.2023;03.08.2023;1733; 3 883 р. 
1410;1893;1557;12.11.2022;30.12.2022;2649; 4 936 р. 
1411;180;927;10.07.2023;05.09.2023;2436; 1 863 р. 
1412;1055;484;19.08.2022;27.11.2022;665; 1 325 р. 
1413;2344;2162;09.08.2023;18.09.2023;2245; 9 858 р. 
1414;1179;1285;04.08.2023;08.09.2023;1319; 4 486 р. 
1415;1165;160;26.06.2023;08.09.2023;814; 3 719 р. 
1416;1566;1158;23.05.2023;12.07.2023;467; 5 005 р. 
1417;2709;2258;10.10.2022;02.12.2022;2305; 1 230 р. 
1418;2341;699;20.08.2022;11.10.2022;1476; 3 984 р. 
1419;2900;2555;10.01.2023;03.04.2023;613; 260 р. 
1420;2540;113;25.07.2023;10.10.2023;888; 880 р. 
1421;585;1792;07.04.2023;07.06.2023;732; 4 120 р. 
1422;2504;1770;12.01.2023;01.02.2023;2568; 9 314 р. 
1423;1380;2927;14.04.2023;01.05.2023;1319; 3 238 р. 
1424;2776;2343;21.06.2023;12.08.2023;1408; 7 046 р. 
1425;275;532;08.11.2022;18.12.2022;1481; 3 902 р. 
1426;2360;1940;25.05.2023;12.07.2023;87; 7 023 р. 
1427;569;1822;17.11.2022;21.12.2022;2368; 5 801 р. 
1428;1809;235;30.04.2023;09.06.2023;2997; 3 314 р. 
1429;2947;963;06.06.2023;11.07.2023;1146; 6 644 р. 
1430;51;2619;30.08.2022;29.09.2022;1316; 4 767 р. 
1431;325;1295;01.12.2022;22.01.2023;1210; 3 070 р. 
1432;847;2536;14.06.2023;26.07.2023;2189; 1 132 р. 
1433;2292;2282;30.05.2023;09.07.2023;1747; 1 282 р. 
1434;2197;1998;09.12.2022;22.01.2023;218; 6 903 р. 
1435;2652;1637;13.04.2023;10.05.2023;269; 6 349 р. 
1436;1007;2080;25.04.2023;21.05.2023;2717; 2 497 р. 
1437;2323;2229;18.06.2023;03.07.2023;947; 6 480 р. 
1438;461;434;04.06.2023;01.07.2023;109; 3 499 р. 
1439;854;2567;31.03.2023;05.06.2023;2200; 1 379 р. 
1440;2964;2213;20.08.2022;12.09.2022;1677; 5 919 р. 
1441;2485;2881;24.07.2023;25.09.2023;137; 6 409 р. 
1442;358;1981;11.02.2023;20.05.2023;1696; 656 р. 
1443;1576;1837;28.04.2023;21.06.2023;1820; 2 200 р. 
1444;340;848;11.08.2023;16.11.2023;2529; 2 600 р. 
1445;1177;2986;14.09.2022;06.10.2022;2981; 9 446 р. 
1446;2799;992;20.04.2023;28.05.2023;2939; 8 591 р. 
1447;1370;1488;01.08.2023;30.08.2023;2049; 3 510 р. 
1448;949;214;30.08.2022;12.10.2022;1122; 4 906 р. 
1449;23;53;11.10.2022;11.11.2022;1763; 585 р. 
1450;1334;796;10.05.2023;10.08.2023;2570; 5 079 р. 
1451;2876;396;26.03.2023;25.05.2023;782; 4 145 р. 
1452;2477;2241;29.04.2023;12.06.2023;468; 5 861 р. 
1453;483;687;13.03.2023;27.05.2023;778; 6 913 р. 
1454;2038;1595;30.10.2022;02.02.2023;2834; 7 790 р. 
1455;1326;2326;02.11.2022;24.12.2022;1025; 3 743 р. 
1456;2278;1464;13.02.2023;06.05.2023;1316; 7 816 р. 
1457;969;1267;06.03.2023;26.04.2023;1062; 7 979 р. 
1458;1227;1969;19.01.2023;16.04.2023;2169; 6 043 р. 
1459;1595;1447;07.10.2022;13.01.2023;1795; 9 761 р. 
1460;464;2474;22.09.2022;13.11.2022;2095; 9 672 р. 
1461;2570;2216;28.12.2022;31.03.2023;2549; 4 119 р. 
1462;1366;814;01.11.2022;31.01.2023;1269; 7 943 р. 
1463;1645;697;24.11.2022;19.12.2022;1665; 9 907 р. 
1464;2081;2946;13.09.2022;09.10.2022;820; 9 924 р. 
1465;1866;2686;16.09.2022;14.10.2022;515; 3 727 р. 
1466;2778;1412;29.05.2023;18.06.2023;1539; 3 734 р. 
1467;204;1416;30.10.2022;09.12.2022;641; 2 451 р. 
1468;1679;1869;14.12.2022;31.01.2023;2195; 7 183 р. 
1469;1039;1775;07.04.2023;03.06.2023;1689; 1 239 р. 
1470;529;2983;15.05.2023;15.08.2023;1434; 185 р. 
1471;189;2567;11.10.2022;02.01.2023;2257; 4 728 р. 
1472;2462;1197;17.05.2023;06.08.2023;1045; 7 961 р. 
1473;543;1563;16.04.2023;02.06.2023;1037; 9 712 р. 
1474;1692;1297;31.12.2022;12.02.2023;2385; 9 097 р. 
1475;1811;1291;30.10.2022;26.01.2023;362; 9 956 р. 
1476;932;2588;23.07.2023;12.08.2023;2477; 284 р. 
1477;238;2311;10.04.2023;28.06.2023;2270; 3 751 р. 
1478;2034;2336;26.01.2023;31.03.2023;2988; 2 498 р. 
1479;58;1955;10.11.2022;01.01.2023;121; 8 877 р. 
1480;409;487;25.09.2022;11.10.2022;1449; 5 949 р. 
1481;1435;2117;20.09.2022;16.11.2022;1158; 3 259 р. 
1482;2127;2248;09.09.2022;12.10.2022;408; 8 742 р. 
1483;221;1036;15.12.2022;12.01.2023;2580; 2 278 р. 
1484;1688;2209;30.07.2023;03.09.2023;1620; 8 745 р. 
1485;2331;1356;20.12.2022;08.01.2023;1219; 662 р. 
1486;1985;2782;25.03.2023;12.04.2023;1509; 3 651 р. 
1487;2986;1673;10.07.2023;22.08.2023;1800; 4 817 р. 
1488;1050;832;08.11.2022;15.12.2022;2011; 3 692 р. 
1489;1866;1290;22.11.2022;15.01.2023;1323; 3 936 р. 
1490;1519;451;28.05.2023;30.08.2023;2236; 3 176 р. 
1491;1624;936;18.12.2022;18.02.2023;456; 9 864 р. 
1492;2117;2638;19.01.2023;25.04.2023;1630; 9 092 р. 
1493;1121;375;03.09.2022;21.11.2022;782; 2 714 р. 
1494;2005;1737;05.02.2023;13.04.2023;1579; 4 966 р. 
1495;1159;205;10.10.2022;15.12.2022;395; 2 529 р. 
1496;577;1146;08.10.2022;20.12.2022;158; 971 р. 
1497;2535;1825;20.09.2022;16.12.2022;2447; 1 401 р. 
1498;175;81;03.08.2023;01.11.2023;1213; 2 848 р. 
1499;2027;1065;15.08.2023;01.11.2023;2833; 9 111 р. 
1500;1418;1012;22.09.2022;27.12.2022;854; 7 381 р. 
1501;542;1545;15.10.2022;28.10.2022;2706; 6 555 р. 
1502;796;1382;10.01.2023;29.03.2023;2555; 3 927 р. 
1503;1947;374;16.08.2022;13.09.2022;385; 2 525 р. 
1504;598;1517;13.02.2023;22.03.2023;2153; 5 460 р. 
1505;2018;100;21.01.2023;17.04.2023;74; 5 845 р. 
1506;364;2350;31.03.2023;28.06.2023;1745; 9 658 р. 
1507;671;16;25.08.2022;20.10.2022;19; 1 438 р. 
1508;2923;1926;18.12.2022;21.02.2023;377; 6 974 р. 
1509;809;1654;22.07.2023;10.08.2023;207; 8 709 р. 
1510;1023;1745;18.02.2023;17.05.2023;2922; 7 725 р. 
1511;2047;663;11.06.2023;09.09.2023;2854; 6 065 р. 
1512;2686;1707;08.01.2023;19.01.2023;1834; 5 795 р. 
1513;197;2086;21.04.2023;21.05.2023;2672; 8 817 р. 
1514;445;805;14.03.2023;02.04.2023;1068; 6 385 р. 
1515;2801;2956;16.06.2023;09.08.2023;1455; 3 139 р. 
1516;2337;2271;05.03.2023;30.03.2023;1627; 599 р. 
1517;2841;96;23.02.2023;06.05.2023;674; 1 628 р. 
1518;1060;2010;04.07.2023;16.08.2023;204; 2 139 р. 
1519;643;902;29.01.2023;12.04.2023;2515; 5 184 р. 
1520;1836;2671;26.06.2023;29.07.2023;2225; 7 040 р. 
1521;238;2613;14.01.2023;29.03.2023;626; 605 р. 
1522;2849;1500;15.07.2023;12.08.2023;959; 6 429 р. 
1523;2957;2345;13.11.2022;16.12.2022;1398; 6 613 р. 
1524;2274;441;30.03.2023;18.06.2023;1307; 6 183 р. 
1525;1718;1549;15.09.2022;20.12.2022;1956; 5 496 р. 
1526;228;1387;13.03.2023;27.04.2023;2457; 7 047 р. 
1527;1848;2802;26.01.2023;08.03.2023;2759; 3 558 р. 
1528;21;2512;08.06.2023;22.06.2023;1465; 7 741 р. 
1529;2053;1060;23.11.2022;18.12.2022;1675; 1 111 р. 
1530;2579;95;12.12.2022;22.01.2023;1007; 8 594 р. 
1531;676;378;08.10.2022;22.11.2022;2743; 7 124 р. 
1532;469;173;04.04.2023;10.06.2023;360; 6 920 р. 
1533;1506;2118;14.12.2022;03.02.2023;58; 6 677 р. 
1534;909;1206;18.03.2023;30.03.2023;952; 2 145 р. 
1535;256;2136;21.06.2023;10.07.2023;773; 6 852 р. 
1536;1309;558;04.01.2023;02.03.2023;2592; 6 096 р. 
1537;1013;1361;16.02.2023;19.04.2023;582; 3 159 р. 
1538;548;2434;26.08.2022;03.11.2022;2885; 6 268 р. 
1539;992;1698;06.12.2022;21.01.2023;2498; 2 465 р. 
1540;24;1973;20.02.2023;14.03.2023;621; 9 919 р. 
1541;920;303;26.03.2023;29.06.2023;775; 8 330 р. 
1542;540;491;26.12.2022;15.03.2023;698; 1 709 р. 
1543;2375;112;19.05.2023;02.08.2023;2639; 4 091 р. 
1544;999;1228;29.03.2023;04.05.2023;637; 3 820 р. 
1545;1677;1090;15.09.2022;13.11.2022;2411; 7 333 р. 
1546;1347;1659;09.09.2022;30.10.2022;880; 8 217 р. 
1547;1887;2711;07.11.2022;31.12.2022;865; 4 263 р. 
1548;745;2730;19.03.2023;09.05.2023;2326; 3 138 р. 
1549;2446;2154;17.09.2022;10.11.2022;187; 795 р. 
1550;1873;2508;25.10.2022;20.01.2023;161; 6 696 р. 
1551;316;219;19.10.2022;09.01.2023;745; 620 р. 
1552;903;133;11.02.2023;06.04.2023;2413; 5 901 р. 
1553;1290;2448;02.03.2023;30.03.2023;2895; 8 286 р. 
1554;2628;832;19.01.2023;18.02.2023;7; 8 104 р. 
1555;1839;2979;17.01.2023;23.02.2023;430; 2 992 р. 
1556;1123;2275;31.10.2022;24.12.2022;1075; 9 985 р. 
1557;761;808;19.07.2023;10.10.2023;2161; 1 063 р. 
1558;981;609;20.04.2023;25.06.2023;715; 4 161 р. 
1559;2763;378;05.09.2022;03.12.2022;1882; 7 818 р. 
1560;1274;1759;29.05.2023;09.07.2023;881; 5 545 р. 
1561;634;1695;23.03.2023;06.06.2023;644; 3 664 р. 
1562;883;2214;20.09.2022;30.10.2022;1944; 7 532 р. 
1563;1394;2989;16.06.2023;10.07.2023;2265; 5 138 р. 
1564;689;2298;09.06.2023;28.07.2023;2516; 4 621 р. 
1565;2204;202;11.05.2023;30.07.2023;1402; 8 147 р. 
1566;1958;2050;06.08.2023;31.10.2023;625; 9 063 р. 
1567;554;2062;24.12.2022;25.02.2023;746; 1 375 р. 
1568;1538;91;03.08.2023;13.08.2023;974; 1 764 р. 
1569;835;2613;11.08.2023;20.09.2023;2925; 5 028 р. 
1570;1610;992;02.04.2023;28.06.2023;940; 6 939 р. 
1571;2272;1403;30.08.2022;27.11.2022;1037; 2 859 р. 
1572;69;920;07.11.2022;27.01.2023;1155; 813 р. 
1573;1391;1765;27.05.2023;06.07.2023;583; 353 р. 
1574;565;479;28.06.2023;13.07.2023;2891; 7 599 р. 
1575;1952;2072;24.09.2022;13.12.2022;1306; 4 415 р. 
1576;48;1428;09.07.2023;11.10.2023;2065; 3 270 р. 
1577;240;1226;22.11.2022;24.12.2022;2836; 4 087 р. 
1578;1302;322;26.01.2023;24.03.2023;1736; 4 568 р. 
1579;2875;2661;21.05.2023;15.07.2023;2017; 5 505 р. 
1580;1074;504;27.07.2023;20.09.2023;2392; 3 959 р. 
1581;314;2987;15.02.2023;18.04.2023;1316; 8 615 р. 
1582;1553;1751;26.07.2023;25.10.2023;2565; 4 120 р. 
1583;2346;1142;26.08.2022;14.11.2022;950; 5 110 р. 
1584;2123;1758;05.09.2022;29.10.2022;828; 3 292 р. 
1585;1404;1668;21.12.2022;17.01.2023;208; 4 286 р. 
1586;1087;2106;07.05.2023;15.06.2023;2521; 269 р. 
1587;809;2264;24.10.2022;29.01.2023;174; 7 603 р. 
1588;98;1858;22.09.2022;05.12.2022;1338; 9 750 р. 
1589;941;2177;11.10.2022;29.10.2022;1656; 4 811 р. 
1590;2270;2809;19.12.2022;24.03.2023;1488; 7 732 р. 
1591;1248;2861;11.07.2023;12.08.2023;1209; 370 р. 
1592;143;344;06.11.2022;24.01.2023;2306; 3 292 р. 
1593;1577;2622;04.12.2022;27.12.2022;730; 4 415 р. 
1594;1441;1658;19.05.2023;07.06.2023;83; 6 021 р. 
1595;334;1612;18.07.2023;10.08.2023;2704; 3 422 р. 
1596;2337;21;10.11.2022;22.11.2022;1236; 2 398 р. 
1597;2821;2403;05.12.2022;04.01.2023;1765; 9 791 р. 
1598;1924;2947;17.07.2023;14.09.2023;1749; 9 846 р. 
1599;866;2021;11.09.2022;26.10.2022;2006; 9 261 р. 
1600;926;2063;26.10.2022;18.01.2023;1345; 1 332 р. 
1601;1462;2466;30.03.2023;18.05.2023;623; 8 527 р. 
1602;2766;1396;27.04.2023;11.06.2023;1645; 3 016 р. 
1603;1411;1111;04.07.2023;07.10.2023;989; 1 233 р. 
1604;1191;1564;17.06.2023;21.09.2023;553; 1 665 р. 
1605;1157;1396;09.10.2022;03.01.2023;628; 505 р. 
1606;1202;556;23.07.2023;31.10.2023;951; 3 334 р. 
1607;2509;1901;06.01.2023;12.02.2023;2776; 733 р. 
1608;2167;1618;17.02.2023;06.04.2023;1753; 8 314 р. 
1609;2962;604;20.01.2023;10.02.2023;1329; 2 035 р. 
1610;202;2290;08.09.2022;21.11.2022;1265; 5 338 р. 
1611;470;481;07.01.2023;23.01.2023;893; 4 462 р. 
1612;1295;2629;19.07.2023;21.10.2023;1901; 244 р. 
1613;828;957;19.11.2022;26.02.2023;1552; 4 223 р. 
1614;874;89;22.01.2023;07.02.2023;2631; 1 631 р. 
1615;568;2867;26.06.2023;17.09.2023;2280; 5 442 р. 
1616;1509;2311;25.09.2022;29.12.2022;898; 2 935 р. 
1617;2980;1877;15.11.2022;23.01.2023;2672; 2 988 р. 
1618;420;2405;13.09.2022;30.11.2022;1133; 3 469 р. 
1619;1782;470;11.07.2023;14.09.2023;2890; 3 952 р. 
1620;2134;1013;31.12.2022;16.01.2023;1683; 7 595 р. 
1621;402;917;23.07.2023;13.08.2023;2692; 1 860 р. 
1622;1306;2160;25.02.2023;21.05.2023;2249; 9 190 р. 
1623;627;75;17.05.2023;19.08.2023;2856; 4 871 р. 
1624;2228;2031;02.04.2023;10.05.2023;463; 4 630 р. 
1625;1461;1564;23.09.2022;28.11.2022;141; 8 825 р. 
1626;680;829;28.10.2022;18.11.2022;2211; 7 087 р. 
1627;2759;2491;09.03.2023;13.04.2023;1217; 5 720 р. 
1628;2663;178;06.08.2023;29.08.2023;800; 8 130 р. 
1629;2706;299;04.12.2022;02.03.2023;1939; 7 608 р. 
1630;1369;749;21.05.2023;16.08.2023;384; 719 р. 
1631;2178;1426;19.09.2022;04.12.2022;1638; 5 005 р. 
1632;1358;654;21.07.2023;05.08.2023;1963; 2 120 р. 
1633;545;2346;24.04.2023;08.07.2023;986; 9 043 р. 
1634;591;952;03.03.2023;13.04.2023;1354; 9 177 р. 
1635;323;2516;03.05.2023;02.06.2023;1711; 6 109 р. 
1636;1791;1406;09.07.2023;10.08.2023;1324; 9 098 р. 
1637;1687;1473;18.06.2023;21.09.2023;338; 5 963 р. 
1638;2239;1081;30.11.2022;16.12.2022;2732; 3 239 р. 
1639;1007;858;07.01.2023;05.03.2023;348; 2 388 р. 
1640;2709;1817;18.04.2023;19.06.2023;12; 7 281 р. 
1641;1787;2392;23.02.2023;07.05.2023;2544; 5 356 р. 
1642;434;461;27.10.2022;30.11.2022;627; 3 364 р. 
1643;1579;2850;24.05.2023;23.08.2023;326; 5 056 р. 
1644;978;2124;19.10.2022;21.11.2022;2669; 4 435 р. 
1645;332;861;31.01.2023;13.02.2023;1647; 497 р. 
1646;2653;1644;01.03.2023;01.06.2023;1718; 6 447 р. 
1647;413;2975;10.12.2022;16.03.2023;115; 745 р. 
1648;1039;487;03.08.2023;01.11.2023;1316; 3 763 р. 
1649;2344;103;11.05.2023;22.05.2023;282; 7 649 р. 
1650;2934;1524;12.07.2023;23.07.2023;2113; 4 132 р. 
1651;2116;1536;30.06.2023;06.10.2023;91; 9 038 р. 
1652;1327;454;26.01.2023;25.03.2023;2726; 1 937 р. 
1653;134;1574;01.04.2023;27.06.2023;868; 8 540 р. 
1654;1176;2194;01.06.2023;04.09.2023;593; 2 225 р. 
1655;1578;391;21.07.2023;26.09.2023;1125; 6 690 р. 
1656;726;367;18.05.2023;31.05.2023;594; 8 510 р. 
1657;743;1283;05.02.2023;23.04.2023;2825; 7 828 р. 
1658;335;2687;25.12.2022;27.03.2023;2410; 2 205 р. 
1659;2082;2349;07.04.2023;12.05.2023;426; 4 573 р. 
1660;1468;766;01.06.2023;07.08.2023;1123; 6 146 р. 
1661;885;1924;19.01.2023;16.03.2023;2697; 6 771 р. 
1662;1742;890;15.05.2023;02.07.2023;1203; 9 679 р. 
1663;1008;455;19.07.2023;04.10.2023;1715; 3 133 р. 
1664;2976;1424;11.02.2023;22.03.2023;2045; 5 511 р. 
1665;1324;108;13.03.2023;30.04.2023;92; 9 924 р. 
1666;533;1274;22.10.2022;04.12.2022;42; 7 390 р. 
1667;952;1549;03.12.2022;09.03.2023;1411; 714 р. 
1668;1763;2541;01.09.2022;20.10.2022;222; 5 514 р. 
1669;1237;2733;31.12.2022;10.03.2023;111; 9 004 р. 
1670;332;1919;26.12.2022;12.02.2023;35; 4 474 р. 
1671;1562;1737;05.11.2022;29.11.2022;2968; 4 051 р. 
1672;197;1064;09.06.2023;20.06.2023;980; 200 р. 
1673;657;481;05.04.2023;25.06.2023;320; 3 848 р. 
1674;2288;1150;12.10.2022;30.10.2022;1634; 2 821 р. 
1675;806;162;17.06.2023;24.07.2023;295; 1 489 р. 
1676;99;290;03.04.2023;02.06.2023;2201; 872 р. 
1677;2222;1794;01.07.2023;16.07.2023;827; 7 400 р. 
